Wrike_ID,Project_Names
IEAEINT7I4YUUWUT,J221 - BMA-BRM Key Solutions Group
IEAEINT7I43O4ZU4,J244 - (ADM) Vehicle Braking Application
IEAEINT7I43RY7IO,J321 - (ADM) Tank inspections proposal
IEAEINT7I4YTD7XQ,J220 - Komatsu PC88
IEAEINT7I42K2TQC,J217 - Timber Shed Administrative
IEAEINT7I4YTDVUH,J223 - IWI Post Connection
IEAEINT7I4YTDUYU,J226 - Rod Gripper Certification
IEAEINT7I4YTEBKP,J216 - Drill Machinery Audit
IEAEINT7I43VQYMP,Y22W28
IEAEINT7I43XMKKD,J325 - (ADM) FEA Updated Hi-Brid Hitachi 140W
IEAEINT7I44Z5VFL,Y22W38
IEAEINT7I434GKWA,J293 - (ADM) Automated Robotic Inspection Platform for Underground Coal Mining and CHPP Infrastructure
IEAEINT7I434GLFQ,J294 - (ADM) Quantitative Based Surface Condition Evaluation
IEAEINT7I44MNXKE,J334 - (ADM) Inspections PMIs
IEAEINT7I43ZVJIR,Y22W30
IEAEINT7I43OVVCM,Y22W26
IEAEINT7I42MJR2I,J300 - (ADM) BHP 5Y Sfty Insp CVI
IEAEINT7I4YV4ID4,J272 - 2021 Structural Statutory Inspection
IEAEINT7I44CXXOZ,JXYZ - AIE Training Package
IEAEINT7I43ES5RQ,J312 - (ADM) 5Y Sfty Insp CVI Bldg 900-904 & SR001-RM
IEAEINT7I4354FMJ,Internal Review
IEAEINT7I5BKPH4B,Q382 - (ADM) Skid and Drawbar Certification
IEAEINT7I4YB7YKA,J262 - CAT M314D
IEAEINT7I45M335S,J344* - Measurement System Testing Bench
IEAEINT7I5BKPIBZ,Q368 - Engineering and Consultancy Dust Program (EOI-01453)
IEAEINT7I44CXYNF,JXYZ - (ADM) AIE Training Package
IEAEINT7I435KIJ3,J326 - (ADM) Berth Rail and Girder SHM
IEAEINT7I44DMMFP,J329 - (ADM) Crane-Staging-XY Overhead Structure
IEAEINT7I4ZLZPYZ,J281 - (ADM) CM Canister Driver
IEAEINT7I45EM4OQ,Y22W41
IEAEINT7I43J67CF,J315 - (ADM) 5Y Sfty Insp CVI Bldg Med Sub 6.6kV FI
IEAEINT7I4YFFUJL,J268 - Portable Buildings Anchoring Standard
IEAEINT7I5BKPH7Q,Q369 - Strategic Dust Program (EOI-01454)
IEAEINT7I43NJJFL,J316 - (ADM) 5Y Sfty Insp CVI Bldg Med Subs
IEAEINT7I42QIHVQ,J265 - BHP 5Y Sfty Insp SIM CVI Fuel Fac
IEAEINT7I4ZZP74X,J290 - ERS-VOL88D-21596
IEAEINT7I4Y4CJUN,J270 - (ADM) Paper Sorting Mezzanines
IEAEINT7I44PA5RP,Y22W36
IEAEINT7I44MG5FS,J333 - (ADM) BLD065 Inspection
IEAEINT7I44M5XRL,J335 - (ADM) Annual Fixed Asset Structural Audit
IEAEINT7I44M5ZTP,00. Pre Work
IEAEINT7I44M6HF4,Y22W35
IEAEINT7I47FC6VG,G002 - J357 Emisense Brochure
IEAEINT7I44WESA5,Y22W37
IEAEINT7I44WMEBM,2. Developers
IEAEINT7I44WMEDR,3. Business Operations
IEAEINT7I4UHWBTN,Other Activities
IEAEINT7I44WME4A,1. Administrative
IEAEINT7I44WMFHV,4. Financial & accounting
IEAEINT7I4YRKNWI,J269 - (ADM) Truss conveyor structural analysis
IEAEINT7I43ESRUA,J313 - (ADM) Hy Performance Valves FEA
IEAEINT7I443YUIF,6. Training & Education
IEAEINT7I445ORMA,Y22W39
IEAEINT7I4VOIQ4E,J239 - Feasibility
IEAEINT7I4Y4VJZR,J239 - (ADM) Feasibility
IEAEINT7I45BF4HP,Y22W40
IEAEINT7I45CKKXL,J339 - (ADM) Brandown Structural Analysis
IEAEINT7I4U5Z3TD,J233 - RailSense
IEAEINT7I4ZENWSQ,J275 - (ADM) BHP Work Planning and Scoping Tool
IEAEINT7I4ZLXIBU,J282 - Cable Bolts (6m) R&D for Improvements
IEAEINT7I45CKLAE,J340 - (ADM) Resource Co Structural Analysis
IEAEINT7I435KIJQ,J326 - Berth Rail and Girder SHM
IEAEINT7I45ICAIX,Y22W42
IEAEINT7I47WN5ZS,J363 - (ADM) Hanson Concrete Batch Tender
IEAEINT7I46G3VQT,J351 - (ADM) Hand Rail Mounting Bracket Certification
IEAEINT7I45TBXK5,Y22W44
IEAEINT7I45MZYE3,Y22W43
IEAEINT7I45KXCDT,J342 - (ADM) SL4 Corner 33 Storm-anchor Frame 3rd Party review
IEAEINT7I45M34QF,J344 - (ADM) Measurement System Testing Bench
IEAEINT7I47XHMXT,J367 - (ADM) Lift Cage Review
IEAEINT7I5BD4MF4,Expense Statements (Legalisation of Expenses)
IEAEINT7I4YTEAE4,J219 - Komatsu PC138
IEAEINT7I5BD4MMA,Ivan's Business Expenses
IEAEINT7I5BD4MNE,Nicolas' Business Expenses
IEAEINT7I5BD4MPE,Leonardo's Business Expenses
IEAEINT7I5BD4MN6,Alberto's Business Expenses
IEAEINT7I5BD4MQH,Alejandro's Business Expenses
IEAEINT7I46NFLNT,J083 - (ADM) SHM Hailcreek Mine
IEAEINT7I46J5VPJ,Y22W52
IEAEINT7I4ZLXILT,J284 - Static Line Supports Inspection
IEAEINT7I43NJIJG,J316 - 5Y Sfty Insp CVI Bldg Med Subs 66kV No 1 & 0450 SA
IEAEINT7I46GUSU3,Find a secure office space in Bogotá
IEAEINT7I4ZLXIVO,J285 - PMIs Photo Collection Support and Development
IEAEINT7I47FC54D,9. Graphic Designs
IEAEINT7I47FC65B,G003 - Update of Mincka's Capability Statement
IEAEINT7I47FC6RT,G001 - Employee Brochure
IEAEINT7I46MLXL4,J357 - (ADM) Haul Trucks Emissions Monitoring
IEAEINT7I46MMDMP,J356 - (ADM) Trolley Maximum Load Calculation
IEAEINT7I4XY6PVO,J256 - Gibson Island
IEAEINT7I46ST34C,7. Onboarding
IEAEINT7I46ST4TI,Nicolas Yaya
IEAEINT7I46ST6UL,Sarah Maillard
IEAEINT7I46SVFKY,Alex Duarte
IEAEINT7I46SVFPZ,John Duncan
IEAEINT7I46SVU7F,Fidel Gonzalez
IEAEINT7I4ZZQDDA,J291 - AIMS Framework Development
IEAEINT7I46264FB,J360 - (ADM) RIIS Partnership
IEAEINT7I44EP23L,J330 - Backing Plate Rack
IEAEINT7I44DMCHZ,J329 - Crane-Staging-XY Overhead Structure
IEAEINT7I44ML52U,J332 - Meteorological Tower Inspection
IEAEINT7I44W2VTY,J337 - BHP Buildings Inspections
IEAEINT7I5AGTO4T,2.2 Service Delivery
IEAEINT7I425AE35,J309 - Premron Bolts
IEAEINT7I45KXBSO,J342 - SL4 Corner 33 Storm-anchor Frame 3rd Party review
IEAEINT7I5AGTO6Q,2.4 Talent Management
IEAEINT7I5AGTO7Y,2.5 Finance Management
IEAEINT7I5AGTPFE,2.8 Risk Management
IEAEINT7I4YXJDEK,Yearly Leave
IEAEINT7I4YYUBCA,Floating Holidays
IEAEINT7I47G4D74,J360 - RIIS Partnership
IEAEINT7I47G4F6T,J360 - (ADM) RIIS Partnership
IEAEINT7I47G4GKQ,J361 - (ADM) Dock Lift Review
IEAEINT7I47FC67W,G004 - Newsletter
IEAEINT7I43RYUWT,J317 - (ADM) Development of structural Integrity management framework
IEAEINT7I4737ER5,J219 - (ADM) Komatsu PC138
IEAEINT7I47WDXYR,J365 - Light Vehicle Electrification
IEAEINT7I47ZYSIM,J370 - (ADM) Trinity pulley beam certification
IEAEINT7I5AU7BPZ,J377 - (ADM) FEA Strut Cylinder Details - PHN Industries
IEAEINT7I47WDYNE,J365 - (ADM) Light Vehicle Electrification
IEAEINT7I5AU7BVO,J378 - (ADM) PA People frensham school mittagong
IEAEINT7I4626ZKL,J360 - RIIS Partnership
IEAEINT7I47YWZQT,G006 - Commemorative Logo 10 Years Mincka
IEAEINT7I4Z7Z5VO,J299 - Excel Roster   Planner
IEAEINT7I44JLK2S,J331 - Mincka Recruitment Preparation
IEAEINT7I44MNSCP,J334 - Inspections PMIs
IEAEINT7I44M5XGO,J335 - Annual Fixed Asset Structural Audit
IEAEINT7I44U6BGW,J336 - SHM for BHP's Mining & Port Operations
IEAEINT7I45CLUT5,J338 - SHM MAAS BHP Nelson Point
IEAEINT7I45DVXVH,J341 - FEA - Liebherr A914
IEAEINT7I46A2MDI,J346 - Onboarding Processes
IEAEINT7I472VV6C,J369 - Strategic Dust Program (EOI-01454)
IEAEINT7I472VXCM,J357 - (ADM) Haul Trucks Emissions Monitoring
IEAEINT7I476DQ26,G007 - J362 Mine Client Lineup part 2
IEAEINT7I4773KLP,J372 - (ADM) SMENG-018 Engineering
IEAEINT7I4ZLXFIQ,J278 - Berth Girder SHM
IEAEINT7I434GKOU,J293 - Automated Robotic Inspection Platform for Underground Coal Mining and CHPP Infrastructure
IEAEINT7I425UBA5,J310 - Adaptor Brackets Certification
IEAEINT7I5AO2QUP,J373 - Communications Trailer Design and Certification
IEAEINT7I5AO2QY7,J373 - (ADM) Communications Trailer Design and Certification
IEAEINT7I5AGTO5B,2.3 Customer Service
IEAEINT7I5AGTOGU,3. Business Operations (New)
IEAEINT7I5AGTPBH,2.6 Office Administration
IEAEINT7I4773JXV,J372 - SMENG-018 Engineering
IEAEINT7I4YEEURR,J000 - Control sheet
IEAEINT7I4YEJUV4,J263 - Hitachi ZX135US-5B 4WD
IEAEINT7I5AO2YXY,J375 - (ADM) Structural Certification of Tanks
IEAEINT7I5AO2ZPK,J376 - (ADM) FEA - Dump Truck
IEAEINT7I5AO2XOI,J374 - (ADM) Orchestra Structure for Certification
IEAEINT7I5AO2XEY,J374 - Orchestra Structure for Certification
IEAEINT7I5AU7BOQ,J377 - FEA Strut Cylinder Details
IEAEINT7I5AGTOW4,MOS All Projects
IEAEINT7I5BBF44J,J381 - (ADM) AAF Engineering
IEAEINT7I5AXRT7F,Colombian Operational Finance
IEAEINT7I5BQWMTG,J384 - (ADM) Hook Maximum Load Calculation
IEAEINT7I5BQWLZ6,J385 - (ADM) Trinity Flown Reflectors
IEAEINT7I46MLXIL,J357 - Haul Trucks Emissions Monitoring
IEAEINT7I47G4GD5,J361 - Dock Lift Review
IEAEINT7I5CBVCZW,J387 - (ADM) Design of Temporary Utility Brackets
IEAEINT7I5BAOERT,J380 - (ADM) RHS Midrack Capacity
IEAEINT7I5BEI4UD,J384 - (ADM) Hitachi-3600 Excavator
IEAEINT7I456TJB2,J344 - Client Service Development
IEAEINT7I47G4KMZ,J362 - Mining Client Lineup
IEAEINT7I4YUAMRE,J270 - Paper Sorting Mezzanines
IEAEINT7I5BQZIA3,Andrea´s Business Expenses
IEAEINT7I5BJHW5Y,J384 - Hitachi 3600 Excavator
IEAEINT7I5BQZH2F,Francisco´s Busniss Expenses
IEAEINT7I5BQZHS2,Juan´s Business Expenses
IEAEINT7I5AO2ZLJ,J376 - FEA - Dump Truck
IEAEINT7I5BQ2LQ4,J386 - (ADM) Verify Plant Design
IEAEINT7I426SB72,J311 - CAPEX-OPEX Monthly Report
IEAEINT7I42D7DGI,J300 - BHP 5Y Sfty Insp SIM CVI BLD038 *SA*
IEAEINT7I42D7DX4,Administrative
IEAEINT7I42D7AY4,J300 - BHP 5Y Sfty Insp CVI Bldg Small BLD092 *SA*
IEAEINT7I42D7BTC,J300 - BHP 5Y Sfty Insp SIM CVI BLD019-NP *SA* Large
IEAEINT7I4ZENWQ6,J275 - BHP Work Planning and Scoping Tool
IEAEINT7I4YFFUEZ,J266 - CV815 Tunnel Durability Study
IEAEINT7I44ML5MX,J332 - Meteorological Tower Inspection
IEAEINT7I472VV2P,J368 - Engineering and Consultancy Dust Program (EOI-01453)
IEAEINT7I46KKLTW,J348 - (ADM) Cargo Lift Certification
IEAEINT7I42D7EGC,Administrative
IEAEINT7I42FV5UV,J302 - (ADM) Gregory CHPP Monorail Inspection
IEAEINT7I46IL35G,J352 - (ADM) Engineering Analysis and Certification of Booster Stations
IEAEINT7I43J656G,J315 - 5Y Sfty Insp CVI Bldg Med Sub 6.6kV FI
IEAEINT7I43SL63L,J323 - Tank reinforcement
IEAEINT7I42VT6GL,J308 - Mincka Gap Closing Inspections
IEAEINT7I43RY22E,J320 - Stress Measurement of Car Dumper Cell
IEAEINT7I43RY7HL,J321 - Tank 1 inspection
IEAEINT7I46KKIS7,J354 - Selma Jetty Structural Inspection
IEAEINT7I46KKITA,J354 - (ADM) Selma Jetty Structural Inspection
IEAEINT7I472VYAA,J369 - Strategic Dust Program (EOI-01454)
IEAEINT7I42D7BC6,J300 - BHP 5Y Sfty Insp CVI Bldg Small BLD096 *SA*
IEAEINT7I475XJTX,J371 - (ADM) Trinity Platform certification
IEAEINT7I46ENG6Y,J349 - Quantem Larges Bleaching Unit Vacuum Tank
IEAEINT7I47U5KBB,J363 - MOOKA B13 Station Hot Works Enclosure Design & Build
IEAEINT7I46KKDVB,J353 - (ADM) YLY Structural Integrity Audit
IEAEINT7I46MMDMM,J356 - Trolley Maximum Load Calculation
IEAEINT7I4Z62CJA,J297 - Water Tower Structural Report
IEAEINT7I46ZVBUY,J358 - Hammon Park Jump Park Whale Tale
IEAEINT7I42VT522,Mincka Gap Closing Inspections
IEAEINT7I42D7BDX,J300 - BHP 5Y Sfty Insp CVI Bldg Small BLD097 *SA*
IEAEINT7I47WN5ZR,J366 - Hanson Concrete Batch Tender
IEAEINT7I42VT6RH,J308 - (ADM) Mincka Gap Closing Inspection
IEAEINT7I46LVDTQ,J355 - Kestrel Bore Hole Pump Application
IEAEINT7I42D7CRL,J300 - BHP 5Y Sfty Insp CVI Bldg Small BLD098 *SA*
IEAEINT7I42D7A3N,J300 - BHP 5Y Sfty Insp CVI Bldg Small BLD093 *SA*
IEAEINT7I47U5KBD,J363 - (ADM) MOOKA B13 Station Hot Works Enclosure Design & Build
IEAEINT7I47VXBS7,J364 - Morn Lift - Lifting Lug Certification Quote
IEAEINT7I47VXBTB,J364 - (ADM) Morn Lift - Lifting Lug Certification Quote
IEAEINT7I42D7A4X,J300 - BHP 5Y Sfty Insp CVI Bldg Small BLD094 *SA*
IEAEINT7I42D7A5L,J300 - BHP 5Y Sfty Insp CVI Bldg Small BLD095 *SA*
IEAEINT7I46ENC4K,J348 - Cargo Lift Certification
IEAEINT7I46G3VQQ,J351 - Hand Rail Mounting Bracket Certification
IEAEINT7I42D7DZC,Administrative
IEAEINT7I462KA2S,J359 - (ADM) Racking Load Certification
IEAEINT7I45LDBYN,J343 - Automated Wharf Rail Survey System Feasibility Study
IEAEINT7I45LDDXD,J343 - (ADM) Automated Wharf Rail Survey System Feasibility Study
IEAEINT7I43RYTVU,J317 - Development of structural integrity management framework
IEAEINT7I42D7D6D,Administrative
IEAEINT7I4ZLXIGC,J283 - Next generation Continuous Miner
IEAEINT7I47XHMXR,J367 - Lift Cage Review
IEAEINT7I4ZNMJD2,J286 - Conveyors and Transfer Structures Proposal
IEAEINT7I46CR2LJ,J347 - (ADM) Spark Tender - Ventilation Ducting Support Brackets
IEAEINT7I462KA2R,J359 - Racking Load Rate Certification
IEAEINT7I4ZLXFSR,J279 - Airborne Dust Monitoring
IEAEINT7I42FV42L,J302 - Gregory CHPP Monorail Inspection
IEAEINT7I44A43BB,J328 - AIE Training Package Design
IEAEINT7I4Y4UWB6,J271 - (ADM) ACARP Quantitative Based Condition Coating Evaluation
IEAEINT7I4YV26FQ,J271 - ACARP Quantitative Based Condition Coating Evaluation
IEAEINT7I5BBF4OX,J381 - Glass Balustrade AAF Engineering
